Stock Name,Symbol,Sector,Industry Name,Exchange, ISIN NUMBER
Sagility Ltd.,SAGILITY,Other,Business Support,NSE,INE0W2G01015
International Gemmological Institute (India) Ltd.,IGIL,Other,Business Support,NSE,INE0Q9301021
Indegene Ltd.,INDGN,Other,Business Support,NSE,INE065X01017
Latent View Analytics Ltd.,LATENTVIEW,Other,Business Support,NSE,INE0I7C01011
Nesco Ltd.,NESCO,Other,Business Support,NSE,INE317F01035
CMS Info Systems Ltd.,CMSINFO,Other,Business Support,NSE,INE925R01014
Smartworks Coworking Spaces Ltd.,SMARTWORKS,Other,Business Support,NSE,INE0NAZ01010
Indiqube Spaces Ltd.,INDIQUBE,Other,Business Support,NSE,INE06ST01018
Awfis Space Solutions Ltd.,AWFIS,Other,Business Support,NSE,INE108V01019
Medi Assist Healthcare Services Ltd.,MEDIASSIST,Other,Business Support,NSE,INE456Z01021
EFC (I) Ltd.,EFCIL,Other,Business Support,NSE,INE886D01026
Jaykay Enterprises Ltd.,JAYKAY,Other,Business Support,NSE,INE903A01025
TAC Infosec Ltd.,TAC,Other,Business Support,NSE,INE0SOY01013
Ecos (India) Mobility & Hospitality Ltd.,ECOSMOBLTY,Other,Business Support,NSE,INE06HJ01020
PTL Enterprises Ltd.,PTL,Other,Business Support,NSE,INE034D01049
Infollion Research Services Ltd.,INFOLLION,Other,Business Support,NSE,INE0NNZ01013
Voler Car Ltd.,VOLERCAR,Other,Business Support,NSE,INE241X01014
Crown Lifters Ltd.,CROWN,Other,Business Support,NSE,INE491V01019
Mitcon Consultancy & Engineering Services Ltd.,MITCON,Other,Business Support,NSE,INE828O01033
Moving Media Entertainment Ltd.,MMEL,Other,Business Support,NSE,INE0XM301010
AGS Transact Technologies Ltd.,AGSTRA,Other,Business Support,NSE,INE583L01014
Future Market Networks Ltd.,FMNL,Other,Business Support,NSE,INE360L01017
Varanium Cloud Ltd.,CLOUD,Other,Business Support,NSE,#N/A
Abhishek Integrations Ltd.,AILIMITED,Other,Business Support,NSE,INE0CAJ01017
Knowledge Realty Trust,KRT,Other,Business Support,NSE,#N/A
Polycab India Ltd.,POLYCAB,Electricals,Cable,NSE,INE455K01017
KEI Industries Ltd.,KEI,Electricals,Cable,NSE,INE878B01027
RR Kabel Ltd.,RRKABEL,Electricals,Cable,NSE,INE777K01022
Finolex Cables Ltd.,FINCABLES,Electricals,Cable,NSE,INE235A01022
Diamond Power Infrastructure Ltd.,DIACABS,Electricals,Cable,NSE,INE989C01038
Sterlite Technologies Ltd.,STLTECH,Electricals,Cable,NSE,INE089C01029
Precision Wires India Ltd.,PRECWIRE,Electricals,Cable,NSE,INE372C01037
Universal Cables Ltd.,UNIVCABLES,Electricals,Cable,NSE,INE279A01012
V-Marc India Ltd.,VMARCIND,Electricals,Cable,NSE,INE0GXK01018
Dynamic Cables Ltd.,DYCL,Electricals,Cable,NSE,INE600Y01019
Quadrant Future Tek Ltd.,QUADFUTURE,Electricals,Cable,NSE,INE0LRY01011
Paramount Communications Ltd.,PARACABLES,Electricals,Cable,NSE,INE074B01023
Birla Cable Ltd.,BIRLACABLE,Electricals,Cable,NSE,INE800A01015
Cords Cable Industries Ltd.,CORDSCABLE,Electricals,Cable,NSE,INE792I01017
Plaza Wires Ltd.,PLAZACABLE,Electricals,Cable,NSE,INE0INJ01017
Prime Cable Industries Ltd.,PRIMECAB,Electricals,Cable,NSE,INE0CQA01020
Bhadora Industries Ltd.,BHADORA,Electricals,Cable,NSE,INE0ZRC01017
DCG Cables & Wires Ltd.,DCG,Electricals,Cable,NSE,INE0S8401018
Aksh Optifibre Ltd.,AKSHOPTFBR,Electricals,Cable,NSE,INE523B01011
Marco Cables & Conductors Ltd.,MARCO,Electricals,Cable,NSE,INE0QP001012
Tamilnadu Telecommunications Ltd.,TNTELE,Electricals,Cable,NSE,INE141D01018
CMI Ltd.,CMICABLES,Electricals,Cable,NSE,INE981B01011
Himadri Speciality Chemical Ltd.,HSCL,Chemicals,Carbon Black,NSE,INE019C01026
PCBL Chemical Ltd.,PCBL,Chemicals,Carbon Black,NSE,INE602A01031
Hi-Green Carbon Ltd.,HIGREEN,Chemicals,Carbon Black,NSE,INE0PIC01017
Goa Carbon Ltd.,GOACARBON,Chemicals,Carbon Black,NSE,INE426D01013
AIA Engineering Ltd.,AIAENG,Automobile & Ancillaries,Castings/Forgings,NSE,INE212H01026
PTC Industries Ltd.,PTCIL,Automobile & Ancillaries,Castings/Forgings,NSE,INE596F01018
Steelcast Ltd.,STEELCAS,Automobile & Ancillaries,Castings/Forgings,NSE,INE124E01038
Alicon Castalloy Ltd.,ALICON,Automobile & Ancillaries,Castings/Forgings,NSE,INE062D01024
Nelcast Ltd.,NELCAST,Automobile & Ancillaries,Castings/Forgings,NSE,INE189I01024
Synergy Green Industries Ltd.,SGIL,Automobile & Ancillaries,Castings/Forgings,NSE,INE00QT01015
Thaai Casting Ltd.,TCL,Automobile & Ancillaries,Castings/Forgings,NSE,INE0QJL01014
Munish Forge Ltd.,MUNISH,Automobile & Ancillaries,Castings/Forgings,NSE,INE1K8Y01018
Sharp Chucks & Machines Ltd.,SCML,Automobile & Ancillaries,Castings/Forgings,NSE,INE460Q01014
Ultratech Cement Ltd.,ULTRACEMCO,Construction Materials,Cement & Construction Materials,NSE,INE481G01011
Grasim Industries Ltd.,GRASIM,Construction Materials,Cement & Construction Materials,NSE,INE047A01021
Ambuja Cements Ltd.,AMBUJACEM,Construction Materials,Cement & Construction Materials,NSE,INE079A01024
Shree Cement Ltd.,SHREECEM,Construction Materials,Cement & Construction Materials,NSE,INE070A01015
JK Cement Ltd.,JKCEMENT,Construction Materials,Cement & Construction Materials,NSE,INE823G01014
Dalmia Bharat Ltd.,DALBHARAT,Construction Materials,Cement & Construction Materials,NSE,INE00R701025
ACC Ltd.,ACC,Construction Materials,Cement & Construction Materials,NSE,INE012A01025
The Ramco Cements Ltd.,RAMCOCEM,Construction Materials,Cement & Construction Materials,NSE,INE331A01037
JSW Cement Ltd.,JSWCEMENT,Construction Materials,Cement & Construction Materials,NSE,INE718I01012
The India Cements Ltd.,INDIACEM,Construction Materials,Cement & Construction Materials,NSE,INE383A01012
Nuvoco Vistas Corporation Ltd.,NUVOCO,Construction Materials,Cement & Construction Materials,NSE,INE118D01016
JK Lakshmi Cement Ltd.,JKLAKSHMI,Construction Materials,Cement & Construction Materials,NSE,INE786A01032
Star Cement Ltd.,STARCEMENT,Construction Materials,Cement & Construction Materials,NSE,INE460H01021
Birla Corporation Ltd.,BIRLACORPN,Construction Materials,Cement & Construction Materials,NSE,INE340A01012
Prism Johnson Ltd.,PRSMJOHNSN,Construction Materials,Cement & Construction Materials,NSE,INE010A01011
Heidelberg Cement India Ltd.,HEIDELBERG,Construction Materials,Cement & Construction Materials,NSE,INE578A01017
Orient Cement Ltd.,ORIENTCEM,Construction Materials,Cement & Construction Materials,NSE,INE876N01018
Sagar Cements Ltd.,SAGCEM,Construction Materials,Cement & Construction Materials,NSE,INE229C01021
Ramco Industries Ltd.,RAMCOIND,Construction Materials,Cement & Construction Materials,NSE,INE614A01028
KCP Ltd.,KCP,Construction Materials,Cement & Construction Materials,NSE,INE805C01028
Mangalam Cement Ltd.,MANGLMCEM,Construction Materials,Cement & Construction Materials,NSE,INE347A01017
Sanghi Industries Ltd.,SANGHIIND,Construction Materials,Cement & Construction Materials,NSE,INE999B01013
Shree Digvijay Cement Company Ltd.,SHREDIGCEM,Construction Materials,Cement & Construction Materials,NSE,INE232A01011
BirlaNu Ltd.,BIRLANU,Construction Materials,Cement & Construction Materials,NSE,INE557A01011
Deccan Cements Ltd.,DECCANCE,Construction Materials,Cement & Construction Materials,NSE,INE583C01021
Bigbloc Construction Ltd.,BIGBLOC,Construction Materials,Cement & Construction Materials,NSE,INE412U01025
NCL Industries Ltd.,NCLIND,Construction Materials,Cement & Construction Materials,NSE,INE732C01016
Saurashtra Cement Ltd.,SAURASHCEM,Construction Materials,Cement & Construction Materials,NSE,INE626A01014
Everest Industries Ltd.,EVERESTIND,Construction Materials,Cement & Construction Materials,NSE,INE295A01018
Andhra Cements Ltd.,ACL,Construction Materials,Cement & Construction Materials,NSE,INE666E01020
Visaka Industries Ltd.,VISAKAIND,Construction Materials,Cement & Construction Materials,NSE,INE392A01021
Kesoram Industries Ltd.,KESORAMIND,Construction Materials,Cement & Construction Materials,NSE,INE087A01019
Anjani Portland Cement Ltd.,APCL,Construction Materials,Cement & Construction Materials,NSE,INE071F01012
Sahyadri Industries Ltd.,SAHYADRI,Construction Materials,Cement & Construction Materials,NSE,INE280H01015
Kakatiya Cement Sugar & Industries Ltd.,KAKATCEM,Construction Materials,Cement & Construction Materials,NSE,INE437B01014
Barak Valley Cements Ltd.,BVCL,Construction Materials,Cement & Construction Materials,NSE,INE139I01011
Burnpur Cement Ltd.,BURNPUR,Construction Materials,Cement & Construction Materials,NSE,INE817H01014
Kajaria Ceramics Ltd.,KAJARIACER,Construction Materials,Ceramics/Marble/Granite/Sanitaryware,NSE,INE217B01036
Cera Sanitaryware Ltd.,CERA,Construction Materials,Ceramics/Marble/Granite/Sanitaryware,NSE,INE739E01017
Midwest Ltd.,MIDWESTLTD,Construction Materials,Ceramics/Marble/Granite/Sanitaryware,NSE,INE0XAD01024
Pokarna Ltd.,POKARNA,Construction Materials,Ceramics/Marble/Granite/Sanitaryware,NSE,INE637C01025
Nitco Ltd.,NITCO,Construction Materials,Ceramics/Marble/Granite/Sanitaryware,NSE,INE858F01012
Asian Granito India Ltd.,ASIANTILES,Construction Materials,Ceramics/Marble/Granite/Sanitaryware,NSE,INE022I01019
Somany Ceramics Ltd.,SOMANYCERA,Construction Materials,Ceramics/Marble/Granite/Sanitaryware,NSE,INE355A01028
Orient Bell Ltd.,ORIENTBELL,Construction Materials,Ceramics/Marble/Granite/Sanitaryware,NSE,INE607D01018
Global Surfaces Ltd.,GSLSU,Construction Materials,Ceramics/Marble/Granite/Sanitaryware,NSE,INE0JSX01015
Exxaro Tiles Ltd.,EXXARO,Construction Materials,Ceramics/Marble/Granite/Sanitaryware,NSE,INE0GFE01026
Murudeshwar Ceramics Ltd.,MURUDCERA,Construction Materials,Ceramics/Marble/Granite/Sanitaryware,NSE,INE692B01014
Marvel Decor Ltd.,MDL,Construction Materials,Ceramics/Marble/Granite/Sanitaryware,NSE,INE575Z01010
Esprit Stones Ltd.,ESPRIT,Construction Materials,Ceramics/Marble/Granite/Sanitaryware,NSE,INE0SBP01018
Regency Ceramics Ltd.,REGENCERAM,Construction Materials,Ceramics/Marble/Granite/Sanitaryware,NSE,INE277C01012
Durlax Top Surface Ltd.,DURLAX,Construction Materials,Ceramics/Marble/Granite/Sanitaryware,NSE,INE0OUW01013
Oriental Trimex Ltd.,ORIENTALTL,Construction Materials,Ceramics/Marble/Granite/Sanitaryware,NSE,INE998H01012
Lexus Granito (India) Ltd.,LEXUS,Construction Materials,Ceramics/Marble/Granite/Sanitaryware,NSE,INE500X01013
Ganga Bath Fittings Ltd.,GANGABATH,Construction Materials,Ceramics/Marble/Granite/Sanitaryware,NSE,INE0ZI101018
Aro Granite Industries Ltd.,AROGRANITE,Construction Materials,Ceramics/Marble/Granite/Sanitaryware,NSE,INE210C01013
Madhav Marbles And Granites Ltd.,MADHAV,Construction Materials,Ceramics/Marble/Granite/Sanitaryware,NSE,INE925C01016
Pidilite Industries Ltd.,PIDILITIND,Chemicals,Chemicals,NSE,INE318A01026
Solar Industries India Ltd.,SOLARINDS,Chemicals,Chemicals,NSE,INE343H01029
SRF Ltd.,SRF,Chemicals,Chemicals,NSE,INE647A01010
Gujarat Fluorochemicals Ltd.,FLUOROCHEM,Chemicals,Chemicals,NSE,INE09N301011
Godrej Industries Ltd.,GODREJIND,Chemicals,Chemicals,NSE,INE233A01035
Navin Fluorine International Ltd.,NAVINFLUOR,Chemicals,Chemicals,NSE,INE048G01026
Deepak Nitrite Ltd.,DEEPAKNTR,Chemicals,Chemicals,NSE,INE288B01029
Tata Chemicals Ltd.,TATACHEM,Chemicals,Chemicals,NSE,INE092A01019
Atul Ltd.,ATUL,Chemicals,Chemicals,NSE,INE100A01010
BASF India Ltd.,BASF,Chemicals,Chemicals,NSE,INE373A01013
Vinati Organics Ltd.,VINATIORGA,Chemicals,Chemicals,NSE,INE410B01037
Deepak Fertilisers And Petrochemicals Corporation Ltd.,DEEPAKFERT,Chemicals,Chemicals,NSE,INE501A01019
Anupam Rasayan India Ltd.,ANURAS,Chemicals,Chemicals,NSE,INE930P01018
Aarti Industries Ltd.,AARTIIND,Chemicals,Chemicals,NSE,INE769A01020
Fine Organic Industries Ltd.,FINEORG,Chemicals,Chemicals,NSE,INE686Y01026
Privi Speciality Chemicals Ltd.,PRIVISCL,Chemicals,Chemicals,NSE,INE959A01019
Jubilant Ingrevia Ltd.,JUBLINGREA,Chemicals,Chemicals,NSE,INE0BY001018
Aether Industries Ltd.,AETHER,Chemicals,Chemicals,NSE,INE0BWX01014
Clean Science And Technology Ltd.,CLEAN,Chemicals,Chemicals,NSE,INE227W01023
Alkyl Amines Chemicals Ltd.,ALKYLAMINE,Chemicals,Chemicals,NSE,INE150B01039
Gujarat Narmada Valley Fertilizers & Chemicals Ltd,GNFC,Chemicals,Chemicals,NSE,INE113A01013
Archean Chemical Industries Ltd.,ACI,Chemicals,Chemicals,NSE,INE128X01021
Epigral Ltd.,EPIGRAL,Chemicals,Chemicals,NSE,INE071N01016
GHCL Ltd.,GHCL,Chemicals,Chemicals,NSE,INE539A01019
Laxmi Organic Industries Ltd.,LXCHEM,Chemicals,Chemicals,NSE,INE576O01020
Chemplast Sanmar Ltd.,CHEMPLASTS,Chemicals,Chemicals,NSE,INE488A01050
Foseco India Ltd.,FOSECOIND,Chemicals,Chemicals,NSE,INE519A01011
Vishnu Chemicals Ltd.,VISHNU,Chemicals,Chemicals,NSE,INE270I01022
Gujarat Alkalies And Chemicals Ltd.,GUJALKALI,Chemicals,Chemicals,NSE,INE186A01019
Balaji Amines Ltd.,BALAMINES,Chemicals,Chemicals,NSE,INE050E01027
Styrenix Performance Materials Ltd.,STYRENIX,Chemicals,Chemicals,NSE,INE189B01011
Jubilant Agri And Consumer Products Ltd.,JUBLCPL,Chemicals,Chemicals,NSE,INE03CC01015
Rossari Biotech Ltd.,ROSSARI,Chemicals,Chemicals,NSE,INE02A801020
Tatva Chintan Pharma Chem Ltd.,TATVA,Chemicals,Chemicals,NSE,INE0GK401011
Neogen Chemicals Ltd.,NEOGEN,Chemicals,Chemicals,NSE,INE136S01016
Fineotex Chemical Ltd.,FCL,Chemicals,Chemicals,NSE,INE045J01034
Camlin Fine Sciences Ltd.,CAMLINFINE,Chemicals,Chemicals,NSE,INE052I01032
Thirumalai Chemicals Ltd.,TIRUMALCHM,Chemicals,Chemicals,NSE,INE338A01024
Premier Explosives Ltd.,PREMEXPLN,Chemicals,Chemicals,NSE,INE863B01029
Nocil Ltd.,NOCIL,Chemicals,Chemicals,NSE,INE163A01018
SH Kelkar And Company Ltd.,SHK,Chemicals,Chemicals,NSE,INE500L01026
Bhansali Engineering Polymers Ltd.,BEPL,Chemicals,Chemicals,NSE,INE922A01025
Yasho Industries Ltd.,YASHO,Chemicals,Chemicals,NSE,INE616Z01012
DCW Ltd.,DCW,Chemicals,Chemicals,NSE,INE500A01029
Paushak Ltd.,PAUSHAKLTD,Chemicals,Chemicals,NSE,INE111F01024
GOCL Corporation Ltd.,GOCLCORP,Chemicals,Chemicals,NSE,INE077F01035
JG Chemicals Ltd.,JGCHEM,Chemicals,Chemicals,NSE,INE0MB501011
Platinum Industries Ltd.,PLATIND,Chemicals,Chemicals,NSE,INE0PT501018
Sigachi Industries Ltd.,SIGACHI,Chemicals,Chemicals,NSE,INE0D0K01022
IG Petrochemicals Ltd.,IGPL,Chemicals,Chemicals,NSE,INE204A01010
Sudarshan Colorants India Ltd.,HEUBACHIND,Chemicals,Chemicals,NSE,INE492A01029
Amines & Plasticizers Ltd.,AMNPLST,Chemicals,Chemicals,NSE,INE275D01022
Manali Petrochemicals Ltd.,MANALIPETC,Chemicals,Chemicals,NSE,INE201A01024
The Andhra Sugars Ltd.,ANDHRSUGAR,Chemicals,Chemicals,NSE,INE715B01021
Oriental Aromatics Ltd.,OAL,Chemicals,Chemicals,NSE,INE959C01023
Indo Amines Ltd.,INDOAMIN,Chemicals,Chemicals,NSE,INE760F01028
Fairchem Organics Ltd.,FAIRCHEMOR,Chemicals,Chemicals,NSE,INE0DNW01011
Sree Rayalaseema Hi-Strength Hypo Ltd.,SRHHYPOLTD,Chemicals,Chemicals,NSE,INE917H01012
Gem Aromatics Ltd.,GEMAROMA,Chemicals,Chemicals,NSE,INE06XZ01023
Indo Borax & Chemicals Ltd.,INDOBORAX,Chemicals,Chemicals,NSE,INE803D01021
Sacheerome Ltd.,SACHEEROME,Chemicals,Chemicals,NSE,INE1ARD01016
Valiant Organics Ltd.,VALIANTORG,Chemicals,Chemicals,NSE,INE565V01010
Chemcon Speciality Chemicals Ltd.,CHEMCON,Chemicals,Chemicals,NSE,INE03YM01018
DMCC Speciality Chemicals Ltd.,DMCC,Chemicals,Chemicals,NSE,INE505A01010
Chemfab Alkalis Ltd.,CHEMFAB,Chemicals,Chemicals,NSE,INE783X01023
Jayant Agro-Organics Ltd.,JAYAGROGN,Chemicals,Chemicals,NSE,INE785A01026
Primo Chemicals Ltd.,PRIMO,Chemicals,Chemicals,NSE,INE607A01022
Ganesh Benzoplast Ltd.,GANESHBE,Chemicals,Chemicals,NSE,INE388A01029
Kronox Lab Sciences Ltd.,KRONOX,Chemicals,Chemicals,NSE,INE0ATZ01017
OCCL Ltd.,OCCLLTD,Chemicals,Chemicals,NSE,INE0PK601023
DIC India Ltd.,DICIND,Chemicals,Chemicals,NSE,INE303A01010
Lords Chloro Alkali Ltd.,LORDSCHLO,Chemicals,Chemicals,NSE,INE846D01012
Plastiblends India Ltd.,PLASTIBLEN,Chemicals,Chemicals,NSE,INE083C01022
Chembond Chemicals Ltd.,CHEMBONDCH,Chemicals,Chemicals,NSE,INE0TGX01019
Mangalam Organics Ltd.,MANORG,Chemicals,Chemicals,NSE,INE370D01013
HP Adhesives Ltd.,HPAL,Chemicals,Chemicals,NSE,INE0GSL01024
Infinium Pharmachem Ltd.,INFINIUM,Chemicals,Chemicals,NSE,INE0MRE01011
Kanoria Chemicals & Industries Ltd.,KANORICHEM,Chemicals,Chemicals,NSE,INE138C01024
Diamines & Chemicals Ltd.,DIAMINESQ,Chemicals,Chemicals,NSE,INE591D01014
Arvee Laboratories (India) Ltd.,ARVEE,Chemicals,Chemicals,NSE,INE006Z01016
Sadhana Nitro Chem Ltd.,SADHNANIQ,Chemicals,Chemicals,NSE,INE888C01040
Vikas EcoTech Ltd.,VIKASECO,Chemicals,Chemicals,NSE,INE806A01020
Chembond Material Technologies Ltd.,CHEMBOND,Chemicals,Chemicals,NSE,INE995D01025
Indian Emulsifiers Ltd.,IEML,Chemicals,Chemicals,NSE,INE0RRU01016
Neochem Bio Solutions Ltd.,NEOCHEM,Chemicals,Chemicals,NSE,INE21UM01018
IVP Ltd.,IVP,Chemicals,Chemicals,NSE,INE043C01018
Hindcon Chemicals Ltd.,HINDCON,Chemicals,Chemicals,NSE,INE642Y01029
Vital Chemtech Ltd.,VITAL,Chemicals,Chemicals,NSE,INE0L4K01016
Jocil Ltd.,JOCIL,Chemicals,Chemicals,NSE,INE839G01010
Par Drugs And Chemicals Ltd.,PAR,Chemicals,Chemicals,NSE,INE04LG01015
Mahickra Chemicals Ltd.,MAHICKRA,Chemicals,Chemicals,NSE,INE961Y01015
SPEB Adhesives Ltd.,SPEB,Chemicals,Chemicals,NSE,INE1CW901027
Beardsell Ltd.,BEARDSELL,Chemicals,Chemicals,NSE,INE520H01022
Renol Polychem Ltd.,RNPL,Chemicals,Chemicals,NSE,INE0VZX01015
Alkali Metals Ltd.,ALKALI,Chemicals,Chemicals,NSE,INE773I01017
Paragon Fine And Speciality Chemical Ltd.,PARAGON,Chemicals,Chemicals,NSE,INE0N4G01012
Ambani Orgochem Ltd.,AMBANIORGO,Chemicals,Chemicals,NSE,INE00C501018
Snehaa Organics Ltd.,SNEHAA,Chemicals,Chemicals,NSE,INE1OIC01018
AVSL Industries Ltd.,AVSL,Chemicals,Chemicals,NSE,INE522V01011
Ushanti Colour Chem Ltd.,UCL,Chemicals,Chemicals,NSE,INE00NI01015
Unilex Colours And Chemicals Ltd.,UNILEX,Chemicals,Chemicals,NSE,INE0B2801011
Auro Impex & Chemicals Ltd.,AUROIMPEX,Chemicals,Chemicals,NSE,INE0NUL01018
MCON Rasayan India Ltd.,MCON,Chemicals,Chemicals,NSE,INE0O4M01019
Seya Industries Ltd.,SEYAIND,Chemicals,Chemicals,NSE,INE573R01012
Tecil Chemicals & Hydro Power Ltd.,TECILCHEM,Chemicals,Chemicals,NSE,INE014B01011
Prolife Industries Ltd.,PROLIFE,Chemicals,Chemicals,NSE,INE994V01012
Sanginita Chemicals Ltd.,SANGINITA,Chemicals,Chemicals,NSE,INE753W01010
Vadivarhe Speciality Chemicals Ltd.,VSCL,Chemicals,Chemicals,NSE,INE551Q01028
Omkar Speciality Chemicals Ltd.,OMKARCHEM,Chemicals,Chemicals,NSE,INE474L01016
Rite Zone Chemcon India Ltd.,RITEZONE,Chemicals,Chemicals,NSE,INE0MRA01019
Ushanti Colour Chem Ltd. - RE,UCL-RE,Chemicals,Chemicals,NSE,#N/A
ITC Ltd.,ITC,Fast Moving Consumer Goods,Cigarettes/Tobacco,NSE,INE154A01025
Godfrey Phillips India Ltd.,GODFRYPHLP,Fast Moving Consumer Goods,Cigarettes/Tobacco,NSE,INE260B01028
VST Industries Ltd.,VSTIND,Fast Moving Consumer Goods,Cigarettes/Tobacco,NSE,INE710A01016
Golden Tobacco Ltd.,GOLDENTOBC,Fast Moving Consumer Goods,Cigarettes/Tobacco,NSE,INE973A01010
Elgi Equipments Ltd.,ELGIEQUIP,Capital Goods,Compressors / Pumps,NSE,INE285A01027
KSB Ltd.,KSB,Capital Goods,Compressors / Pumps,NSE,INE999A01023
Kirloskar Brothers Ltd.,KIRLOSBROS,Capital Goods,Compressors / Pumps,NSE,INE732A01036
Ingersoll-Rand (India) Ltd.,INGERRAND,Capital Goods,Compressors / Pumps,NSE,INE177A01018
Shakti Pumps (India) Ltd.,SHAKTIPUMP,Capital Goods,Compressors / Pumps,NSE,INE908D01010
Kirloskar Pneumatic Company Ltd.,KIRLPNU,Capital Goods,Compressors / Pumps,NSE,INE811A01020
Dynamatic Technologies Ltd.,DYNAMATECH,Capital Goods,Compressors / Pumps,NSE,INE221B01012
Oswal Pumps Ltd.,OSWALPUMPS,Capital Goods,Compressors / Pumps,NSE,INE0BYP01024
Roto Pumps Ltd.,ROTO,Capital Goods,Compressors / Pumps,NSE,INE535D01037
Yuken India Ltd.,YUKEN,Capital Goods,Compressors / Pumps,NSE,INE384C01016
Latteys Industries Ltd.,LATTEYS,Capital Goods,Compressors / Pumps,NSE,INE262Z01023
DLF Ltd.,DLF,Realty,Construction - Real Estate,NSE,INE271C01023
Lodha Developers Ltd.,LODHA,Realty,Construction - Real Estate,NSE,INE670K01029
Prestige Estates Projects Ltd.,PRESTIGE,Realty,Construction - Real Estate,NSE,INE811K01011
The Phoenix Mills Ltd.,PHOENIXLTD,Realty,Construction - Real Estate,NSE,INE211B01039
Oberoi Realty Ltd.,OBEROIRLTY,Realty,Construction - Real Estate,NSE,INE093I01010
Godrej Properties Ltd.,GODREJPROP,Realty,Construction - Real Estate,NSE,INE484J01027
Brigade Enterprises Ltd.,BRIGADE,Realty,Construction - Real Estate,NSE,INE791I01019
Anant Raj Ltd.,ANANTRAJ,Realty,Construction - Real Estate,NSE,INE242C01024
Aditya Birla Real Estate Ltd.,ABREL,Realty,Construction - Real Estate,NSE,INE055A01016
Signatureglobal (India) Ltd.,SIGNATURE,Realty,Construction - Real Estate,NSE,INE903U01023
Sobha Ltd.,SOBHA,Realty,Construction - Real Estate,NSE,INE671H01015
Embassy Developments Ltd.,EMBDL,Realty,Construction - Real Estate,NSE,INE069I01010
Mahindra Lifespace Developers Ltd.,MAHLIFE,Realty,Construction - Real Estate,NSE,INE813A01018
Sri Lotus Developers And Realty Ltd.,LOTUSDEV,Realty,Construction - Real Estate,NSE,INE0V9Q01010
Max Estates Ltd.,MAXESTATES,Realty,Construction - Real Estate,NSE,INE03EI01018
Kalpataru Ltd.,KALPATARU,Realty,Construction - Real Estate,NSE,INE227J01012
Ahluwalia Contracts (India) Ltd.,AHLUCONT,Realty,Construction - Real Estate,NSE,INE758C01029
Ganesh Housing Ltd.,GANESHHOU,Realty,Construction - Real Estate,NSE,INE460C01014
Keystone Realtors Ltd,RUSTOMJEE,Realty,Construction - Real Estate,NSE,INE263M01029
Valor Estate Ltd.,DBREALTY,Realty,Construction - Real Estate,NSE,INE879I01012
Sunteck Realty Ltd.,SUNTECK,Realty,Construction - Real Estate,NSE,INE805D01034
Puravankara Ltd.,PURVA,Realty,Construction - Real Estate,NSE,INE323I01011
TARC Ltd.,TARC,Realty,Construction - Real Estate,NSE,INE0EK901012
Indiabulls Ltd.,IBULLSLTD,Realty,Construction - Real Estate,NSE,INE126M01010
Hemisphere Properties India Ltd.,HEMIPROP,Realty,Construction - Real Estate,NSE,INE0AJG01018
Ajmera Realty & Infra India Ltd.,AJMERA,Realty,Construction - Real Estate,NSE,INE298G01027
Kolte-Patil Developers Ltd.,KOLTEPATIL,Realty,Construction - Real Estate,NSE,INE094I01018
PSP Projects Ltd.,PSPPROJECT,Realty,Construction - Real Estate,NSE,INE488V01015
Marathon Nextgen Realty Ltd.,MARATHON,Realty,Construction - Real Estate,NSE,INE182D01020
Hubtown Ltd.,HUBTOWN,Realty,Construction - Real Estate,NSE,INE703H01016
Raymond Realty Ltd.,RAYMONDREL,Realty,Construction - Real Estate,NSE,INE1SY401010
AGI Infra Ltd.,AGIIL,Realty,Construction - Real Estate,NSE,INE976R01033
Ashiana Housing Ltd.,ASHIANA,Realty,Construction - Real Estate,NSE,INE365D01021
